;doc_title;entry_type_num;reg_sent;sim_sent;ter;reg_label_count;sim_label_count;reg_labels;sim_labels;pov_change;verb_tense_change;passive_active_sub;reg_prox_used;sim_prox_used;simple_synonym;word2phrase;phrase2word;phrase2phrase;source_used;target_used;deleting_info;removal;summarization;percent_deleted_unused;token_length_ratio;is_adding;examples;explanations;percent_added_unused;pron_explicitation;number_moved_words_ooo;num_svo_ooo;sentence_split;nbchars_ratio;reg_nbchars;sim_nbchars;levsim;wordrank_ratio;reg_wordrank;sim_wordrank;deptree_depth_ratio;deptree_type;reg_depth;sim_depth
97;In conversation with Corey Hill and Andrea Dalzel;1.0;It's definitely a different perspective.;It makes them understand things in a different way.;0.8571428571428571;{'R': 2, 'D': 2, 'C': 3};{'C': 5, 'A': 5};['R', 'R', 'D', 'C', 'C', 'D', 'C'];['C', 'C', 'A', 'A', 'A', 'A', 'C', 'C', 'A', 'C'];0;0;0;[];[];1;0;0;0;[5];[];1;0;0;0.42857142857142855;0.7;1;0;0;0.4;0.0;[];0.0;0;0.8372093023255814;36;43;37.0;0.9451760199671774;-7.947425127000001;-7.511715650525;0.5;1;[2];[4]
98;In conversation with Corey Hill and Andrea Dalzel;1.0;And we're innovators, so, of course, there's a perk there.;Also, we are doing something new.;0.875;{'D': 15, 'C': 1};{'A': 7, 'C': 1};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];0;0;0;[];[];0;0;0;0;[];[];1;0;0;0.9375;2.0;1;0;0;0.875;;[];0.0;0;1.75;49;28;43.0;1.1539805987244773;-6.4446468353499995;-7.436997413625;1.5;1;[3];[2]
99;In conversation with Corey Hill and Andrea Dalzel;1.0;We already know how to think 20 steps ahead.;We know how to plan ahead.;0.4;{'C': 6, 'D': 4};{'C': 6, 'A': 1};['C', 'D', 'C', 'C', 'C', 'D', 'D', 'D', 'C', 'C'];['C', 'C', 'C', 'C', 'A', 'C', 'C'];0;0;0;[];[];2;0;0;0;[1, 5];[];1;0;0;0.3;1.4285714285714286;0;0;0;0.0;;[];0.0;0;1.7142857142857142;36;21;21.0;0.9696931194408752;-8.526571750625;-8.268157959;2.0;1;[4];[2]
100;In conversation with Corey Hill and Andrea Dalzel;1.0;Exactly, exactly.;Exactly.;0.5;{'D': 2, 'C': 2};{'C': 2};['D', 'D', 'C', 'C'];['C', 'C'];0;0;0;[];[];0;0;0;0;[];[];1;0;0;0.5;2.0;0;0;0;0.0;;[];0.0;0;2.0;16;8;9.0;0.9448482534421642;-8.86423444745;-8.375356435775;1.0;1;[1];[1]
101;In conversation with Corey Hill and Andrea Dalzel;1.0;You recently were on the front lines of the COVID-19 crisis.;You helped take care of a lot of COVID-19 patients.;0.6666666666666666;{'R': 2, 'D': 8, 'C': 2};{'C': 4, 'A': 7};['R', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'D', 'C', 'D', 'C'];['C', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'A', 'C'];0;0;0;[];[];0;0;0;0;[];[];1;0;0;0.75;1.0909090909090908;1;0;0;0.5454545454545454;;[];0.0;0;1.1904761904761905;50;42;33.0;0.9615952360799324;-9.346394777275;-8.98744869235;0.8333333333333334;1;[5];[6]
102;In conversation with Corey Hill and Andrea Dalzel;1.0;Could you tell us a little bit about that and your experiences?;Can you tell us about that?;0.5384615384615384;{'R': 1, 'C': 6, 'D': 6};{'C': 7};['R', 'C', 'C', 'C', 'D', 'D', 'D', 'C', 'C', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C'];1;0;0;[];[];1;0;0;0;[6];[];1;0;0;0.46153846153846156;1.8571428571428572;0;0;0;0.0;;[];0.0;0;2.3636363636363638;52;22;38.0;1.0071451882707227;-7.7218556404;-7.77702975275;2.0;1;[4];[2]
103;In conversation with Corey Hill and Andrea Dalzel;4.0;- Yeah. COVID in New York, you guys all know, hit like a tornado came through.;You know that a lot of people in New York got COVID. It was very hard.;0.85;{'D': 14, 'M': 2, 'C': 4};{'A': 12, 'C': 6};['D', 'D', 'D', 'M', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C'];-1;0;0;[];[];5;0;0;0;[0, 1, 9, 13, 17];[];1;0;0;0.7;1.1111111111111112;1;0;0;0.5555555555555556;1.0;[COVID, know];0.0;1;1.1454545454545455;63;55;61.0;0.8425927541220466;-8.405411481825;-7.0823388099999995;0.6666666666666666;1;[1, 5];[7, 2]
104;In conversation with Corey Hill and Andrea Dalzel;2.0;The amount of lives lost, the amount of those who are sick, the amount of those who are recovering is something that's going to be an endless journey from here on out.;A lot of people died. A lot of people got sick, and a lot of people are just starting to get better. It is going to take a very long time.;0.8333333333333334;{'R': 12, 'D': 19, 'C': 5};{'C': 17, 'A': 18};['R', 'R', 'R', 'R', 'D', 'D', 'R', 'R', 'R', 'D', 'D', 'D', 'C', 'C', 'R', 'R', 'R', 'D', 'D', 'D', 'R', 'D', 'D', 'D', 'R', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'C'];-1;0;0;[];[];9;0;0;5;[1, 2, 3, 4, 7, 8, 15, 16, 20, 21, 22, 25, 30, 32];[];1;0;0;0.8611111111111112;1.0285714285714285;1;0;0;0.4857142857142857;1.0;[];0.0;1;1.2592592592592593;136;108;103.0;0.943307586492451;-7.54112482075;-7.1136002541;1.6363636363636365;3;[6];[3, 4, 4]
105;In conversation with Corey Hill and Andrea Dalzel;1.0;It's the new normal, they say, right?;People are saying that we have to get used to this.;1.0909090909090908;{'D': 10, 'R': 1};{'A': 11, 'C': 1};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'D', 'D', 'D'];['A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A'];1;1;0;[7];[2];2;0;0;0;[7, 9];[];0;0;0;0.0;0.9166666666666666;0;0;0;0.16666666666666666;1.0;[];0.0;0;0.7560975609756098;31;41;39.0;0.9447091671708872;-6.9420955181;-6.558261275325;0.6;1;[3];[5]
106;In conversation with Corey Hill and Andrea Dalzel;1.0;This is not a normal that I want.;But I don’t want to get used to this.;1.1111111111111112;{'D': 6, 'C': 3};{'A': 8, 'C': 3};['D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'C'];['A', 'C', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C'];0;1;0;[7];[4];0;0;0;0;[];[];1;0;0;0.6666666666666666;0.8181818181818182;1;0;0;0.6363636363636364;;[];0.0;0;0.896551724137931;26;29;26.0;1.0239081927812352;-6.6942048073;-6.85425114635;0.75;1;[3];[4]
107;In conversation with Corey Hill and Andrea Dalzel;1.0;We don't want to be on lock-down.;I don’t want to have to stay home.;0.6363636363636364;{'R': 3, 'C': 4, 'D': 4};{'C': 7, 'A': 3};['R', 'C', 'R', 'C', 'C', 'R', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'C'];0;0;0;[];[];1;0;0;0;[7];[];1;0;0;0.45454545454545453;1.1;1;0;0;0.3;;[];0.0;0;1.0;27;27;16.0;1.1367682398429364;-6.9588954449;-7.91065132615;1.3333333333333333;1;[4];[3]
108;In conversation with Corey Hill and Andrea Dalzel;1.0;We don't want to have our loved ones being sick or having to go through what COVID is doing to our bodies.;I don’t want so many people we love get sick and suffer from COVID.;0.7916666666666666;{'R': 5, 'C': 5, 'D': 14};{'C': 10, 'A': 6};['R', 'C', 'R', 'C', 'D', 'D', 'R', 'R', 'D', 'D', 'C', 'R', 'D', 'D', 'D', 'D', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'A', 'C', 'C', 'A', 'A', 'C', 'C'];0;1;0;[7];[8];3;1;0;0;[7, 10, 14, 22];[];1;0;0;0.6666666666666666;1.5;1;0;0;0.3125;0.0;[];0.0;0;1.5740740740740742;85;54;68.0;1.0404822666239848;-7.636270284625;-7.9454038143000005;2.25;1;[9];[4]
109;In conversation with Corey Hill and Andrea Dalzel;5.0;Luckily-- and I say this within a hope sense, right?;;1.0;{'D': 12};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;43;0;;0.0;-8.261804819124999;0.0;0.0;0;[0, 4];[]
110;In conversation with Corey Hill and Andrea Dalzel;2.0;So luckily, as those of us with disabilities already understand the scope of being excluded, possibly not leaving our homes, being afraid for going in and out of hospitals or clinics, we understand this life a little bit more, right?;Luckily, we - people with disabilities already understand the kind of life we all live now. People with disabilities understand what it is like not to be included. We know how sometimes it is hard to go out of our homes. We know about going to hospitals. We understand this life a little better than other people.;1.0869565217391304;{'D': 25, 'C': 14, 'R': 3, 'M': 4};{'C': 21, 'A': 42};['D', 'C', 'C', 'D', 'D', 'D', 'D', 'C', 'C', 'C', 'C', 'C', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'M', 'D', 'D', 'D', 'R', 'R', 'D', 'D', 'M', 'M', 'C', 'D', 'D', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D'];['C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A'];-1;1;0;[26];[39];12;0;0;0;[8, 9, 10, 15, 19, 21, 26, 31, 33, 36, 38, 44];[];1;0;0;0.45652173913043476;0.7301587301587301;1;0;0;0.5714285714285714;0.0;[out, of, understand, life];;1;0.754863813229572;194;257;169.0;0.9468963388675798;-7.998975515375;-7.5742006302;2.619047619047619;3;[11];[4, 3, 6, 4, 4]
111;In conversation with Corey Hill and Andrea Dalzel;1.0;We can kind of adapt to it a little bit more than the general public.;It is easier for us to get used to living this way.;0.875;{'R': 3, 'D': 12, 'C': 1};{'C': 4, 'A': 9};['R', 'D', 'D', 'R', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'A', 'A', 'C', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];0;0;-1;[];[];2;0;0;0;[2, 8];[];1;0;0;0.9375;1.2307692307692308;1;0;0;0.6153846153846154;;[];0.0;0;1.375;55;40;52.0;0.9729749013262022;-7.75248372555;-7.5429720879;0.8;1;[4];[5]
112;In conversation with Corey Hill and Andrea Dalzel;1.0;And we get to now step up and say, we know what this is like.;We have to tell people that we understand.;0.8235294117647058;{'D': 16, 'C': 1};{'A': 8, 'C': 1};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];0;0;0;[];[];2;1;1;0;[5, 8, 11, 12];[];1;0;0;0.9411764705882353;1.8888888888888888;1;0;0;0.8888888888888888;;[];0.0;0;1.3428571428571427;47;35;45.0;1.1622930374324865;-6.3689432144;-7.4025783539;2.0;1;[6];[3]
113;In conversation with Corey Hill and Andrea Dalzel;1.0;Share your stories.;We have to tell other people our stories.;1.75;{'D': 2, 'C': 2};{'A': 7, 'C': 2};['D', 'D', 'C', 'C'];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C'];1;0;0;[];[];2;0;0;0;[0, 2];[];1;0;0;0.5;0.4444444444444444;1;0;0;0.7777777777777778;;[];0.0;0;0.5;17;34;25.0;0.7062413977551578;-10.5077791214;-7.421028614;0.6666666666666666;1;[2];[3]
114;In conversation with Corey Hill and Andrea Dalzel;1.0;Help everyone else get through it, because we still have to get through this together.;We have to help other people who do not know how to live this way.;0.8235294117647058;{'M': 4, 'D': 11, 'R': 1, 'C': 1};{'C': 6, 'A': 10};['M', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'D', 'M', 'M', 'R', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'C'];1;0;0;[];[];3;0;0;0;[0, 2, 7];[];1;0;0;0.6470588235294118;1.0625;1;0;0;0.625;;[help];0.0;0;1.3846153846153846;72;52;61.0;0.8800785078185666;-7.5754294395;-6.6669726372;0.6666666666666666;1;[4];[6]
115;In conversation with Corey Hill and Andrea Dalzel;1.0;Exactly, exactly.;Exactly.;0.5;{'D': 2, 'C': 2};{'C': 2};['D', 'D', 'C', 'C'];['C', 'C'];0;0;0;[];[];0;0;0;0;[];[];1;0;0;0.5;2.0;0;0;0;0.0;;[];0.0;0;2.0;16;8;9.0;0.9448482534421642;-8.86423444745;-8.375356435775;1.0;1;[1];[1]
116;In conversation with Corey Hill and Andrea Dalzel;1.0;What advice would you give to our community in general during this pandemic?;What do you want to tell people now, during COVID?;0.6428571428571429;{'D': 13, 'C': 1};{'A': 11, 'C': 1};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];-1;0;0;[];[];2;0;0;0;[4, 7];[];1;0;0;0.9285714285714286;1.1666666666666667;1;0;0;0.9166666666666666;;[];0.0;0;1.5609756097560976;64;41;48.0;0.8382444611845488;-8.825181961024999;-7.397659897774999;1.0;1;[3];[3]
117;In conversation with Corey Hill and Andrea Dalzel;2.0;Because I know a lot of people have been isolated, which is maybe not normal from our normal routines or separate from our normal routines.;A lot of people are alone. This is not how they usually live. It is very different for them.;0.7777777777777778;{'D': 21, 'C': 5, 'R': 1};{'C': 6, 'A': 16};['D', 'D', 'D', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'C'];-1;0;1;[4, 8];[];3;0;0;0;[19, 21, 25];[];1;0;0;0.7777777777777778;1.2272727272727273;1;0;0;0.7272727272727273;1.0;[];;1;1.554054054054054;115;74;88.0;0.8057723340111972;-8.7720899582;-7.068307399775;2.25;3;[6];[3, 2, 3]
118;In conversation with Corey Hill and Andrea Dalzel;1.0;But what advice would you give to them to maintain a healthy lifestyle?;Can you give them ideas for how to stay healthy?;0.7142857142857143;{'D': 9, 'C': 5};{'A': 6, 'C': 5};['D', 'D', 'D', 'D', 'C', 'C', 'D', 'C', 'D', 'D', 'D', 'C', 'D', 'C'];['A', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'C'];0;0;0;[];[];3;0;1;0;[2, 5, 8, 9];[];1;0;0;0.5;1.2727272727272727;1;0;0;0.45454545454545453;0.0;[];0.0;0;1.5128205128205128;59;39;47.0;1.0295817306099873;-8.681910038025;-8.93873596195;0.75;1;[3];[4]
119;In conversation with Corey Hill and Andrea Dalzel;1.0;Try to avoid being out in big crowds right now.;Do not go to places were there are a lot of people.;1.0;{'R': 2, 'D': 8, 'C': 1};{'C': 3, 'A': 10};['R', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];0;0;0;[];[];4;0;0;1;[0, 1, 2, 7, 8];[];1;0;0;0.9090909090909091;0.8461538461538461;1;0;0;0.6923076923076923;;[];0.0;0;0.95;38;40;42.0;0.7812431544415153;-8.67331147195;-6.7759652138;1.25;1;[5];[4]
120;In conversation with Corey Hill and Andrea Dalzel;1.0;If you do have to be out, wear a mask.;If you go outside, wear a mask.;0.4166666666666667;{'C': 7, 'R': 1, 'D': 4};{'C': 8, 'A': 1};['C', 'C', 'R', 'D', 'D', 'D', 'D', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];1;0;0;0;[8];[];1;0;0;0.4166666666666667;1.3333333333333333;0;0;0;0.0;;[];0.0;0;1.16;29;25;13.0;1.4532603719330235;-6.1193147898;-8.8929576874;1.5;1;[3];[2]
121;In conversation with Corey Hill and Andrea Dalzel;1.0;Make sure you're washing your hands.;Wash your hands.;0.625;{'D': 4, 'R': 1, 'C': 3};{'C': 4};['D', 'D', 'D', 'D', 'R', 'C', 'C', 'C'];['C', 'C', 'C', 'C'];0;1;0;[4];[0];0;1;0;0;[6];[];1;0;0;0.5;2.0;0;0;0;0.0;;[];0.0;0;2.2142857142857144;31;14;20.0;1.0891166555514997;-9.37903046605;-10.2148582935;2.0;1;[4];[2]
122;In conversation with Corey Hill and Andrea Dalzel;1.0;Don't miss appointments, OK, guys?;Go to the doctor when you have to.;1.0;{'D': 8, 'R': 1};{'A': 8, 'C': 1};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R'];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];-1;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;1;0;0;0.8888888888888888;;[];0.0;0;1.1111111111111112;30;27;29.0;0.662995953881481;-9.4454746246;-6.2623114586;0.6666666666666666;1;[2];[3]
123;In conversation with Corey Hill and Andrea Dalzel;1.0;I know a lot of us are staying away from clinics and hospitals, but you are only jeopardizing your health when you do that.;People do not like to go to the hospital or to the doctor now, but that is not safe.;0.9230769230769232;{'D': 21, 'R': 2, 'C': 3};{'A': 16, 'C': 5};['D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'A', 'A', 'A', 'A', 'C'];1;0;0;[];[];2;1;0;1;[7, 10, 16, 17];[];1;0;0;0.8846153846153846;1.2380952380952381;1;0;0;0.7142857142857143;;[];0.0;0;1.5151515151515151;100;66;84.0;0.9021184125581596;-7.511170506525;-6.7759652138;1.0;1;[5];[5]
124;In conversation with Corey Hill and Andrea Dalzel;1.0;Make sure that you are still getting out there to your physicians and making sure that you're getting the treatments that you need.;Keep going to the doctor to get what you need.;0.84;{'R': 2, 'D': 20, 'C': 3};{'C': 5, 'A': 6};['R', 'D', 'D', 'D', 'D', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'C'];['C', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'C', 'C', 'C'];0;1;0;[6];[6];3;0;0;0;[1, 11, 14];[];1;0;0;0.84;2.272727272727273;1;0;0;0.45454545454545453;;[];0.0;0;2.945945945945946;109;37;93.0;0.9669348674643206;-7.1573958397;-6.920735597649999;2.0;1;[8];[4]
125;In conversation with Corey Hill and Andrea Dalzel;5.0;Do not put those off.;"
";1.0;{'D': 6};{};['D', 'D', 'D', 'D', 'D', 'D'];[];0;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;17;0;;0.0;-7.4698386192249995;0.0;0.0;0;[1];[]
126;In conversation with Corey Hill and Andrea Dalzel;1.0;We want to make sure that we're keeping healthy.;We have to take care of ourselves and stay healthy.;0.6363636363636364;{'R': 6, 'D': 3, 'C': 2};{'C': 8, 'A': 3};['R', 'R', 'R', 'R', 'D', 'R', 'R', 'D', 'D', 'C', 'C'];['C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'A', 'C', 'C'];0;0;0;[];[];1;0;0;0;[8];[];1;0;0;0.8181818181818182;1.0;0;0;0;0.18181818181818182;;[];0.0;0;0.9523809523809523;40;42;24.0;1.1823042403994608;-7.2799870968;-8.6071596146;1.3333333333333333;1;[4];[3]
127;In conversation with Corey Hill and Andrea Dalzel;1.0;And in order to do that, we need to follow up with our physicians.;We have to keep going to the doctor to stay healthy.;0.8125;{'D': 15, 'C': 1};{'A': 11, 'C': 1};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];0;0;0;[];[];3;0;0;1;[2, 10, 11, 14];[];1;0;0;0.9375;1.3333333333333333;1;0;0;0.9166666666666666;;[];0.0;0;1.2619047619047619;53;42;49.0;1.1350383576728802;-7.114406704925001;-8.075124502175;0.8;1;[4];[5]
128;In conversation with Corey Hill and Andrea Dalzel;2.0;And I'm telling you as a nurse that has been in all of these buildings and has been at the bedside at the peak of COVID, they're putting in every precaution to make sure that we are staying healthy when we do enter into those settings.;I am a nurse and I go to hospitals and work with patients with COVID. I tell you that the hospitals are being very careful. The hospitals are careful so if we have to go to the hospital, we will not get COVID.;0.9;{'M': 6, 'D': 36, 'R': 7, 'C': 1};{'A': 33, 'C': 14};['M', 'M', 'D', 'R', 'M', 'D', 'M', 'M', 'D', 'D', 'R', 'R', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'R', 'R', 'D', 'D', 'D', 'D', 'D', 'M', 'D', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];1;2;0;[3, 10];[17, 23];12;0;0;2;[3, 7, 15, 24, 29, 30, 32, 33, 36, 40, 41, 45, 46, 48];[];1;0;0;0.8;1.0638297872340425;1;0;0;0.6382978723404256;1.0;[a, nurse, COVID];0.0;1;1.1377245508982037;190;167;171.0;0.9613397370047715;-7.401659369475;-7.11550927165;1.7142857142857142;3;[8];[6, 3, 5]
129;In conversation with Corey Hill and Andrea Dalzel;1.0;So please make sure that you're taking care of yourselves.;Take good care of yourself.;0.75;{'D': 8, 'R': 1, 'C': 3};{'C': 4, 'A': 2};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'C', 'C', 'D', 'C'];['C', 'A', 'C', 'C', 'A', 'C'];0;1;0;[7];[0];2;0;0;0;[8, 10];[];1;0;0;0.5833333333333334;2.0;0;0;0;0.0;;[];0.0;0;2.130434782608696;49;23;36.0;0.9929945137755556;-8.3047628403;-8.246583938625001;1.3333333333333333;1;[4];[3]
130;In conversation with Corey Hill and Andrea Dalzel;1.0;Get outside.;Go outside.;0.3333333333333333;{'R': 1, 'C': 2};{'C': 3};['R', 'C', 'C'];['C', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.1;11;10;2.0;0.9989580204360843;-9.12460899355;-9.11510133745;1.0;1;[1];[1]
131;In conversation with Corey Hill and Andrea Dalzel;5.0;Get some sun.;"
";1.0;{'D': 4};{};['D', 'D', 'D', 'D'];[];0;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;11;0;;0.0;-9.6151995659;0.0;0.0;0;[2];[]
132;In conversation with Corey Hill and Andrea Dalzel;1.0;Call a friend.;Talk to your friends.;1.0;{'D': 2, 'R': 1, 'C': 1};{'A': 3, 'C': 2};['D', 'D', 'R', 'C'];['A', 'A', 'A', 'C', 'C'];-1;0;0;[];[];0;0;0;0;[];[];1;0;0;0.75;0.8;1;0;0;0.6;;[];0.0;0;0.6666666666666666;12;18;10.0;0.9150211145065632;-8.853988409075;-8.1015863419;0.6666666666666666;1;[2];[3]
133;In conversation with Corey Hill and Andrea Dalzel;3.0;And don't think that you're alone through all of this. You're not.;Remember that you are not alone.;0.7647058823529411;{'D': 12, 'C': 4, 'R': 1};{'A': 2, 'C': 5};['D', 'D', 'D', 'D', 'C', 'C', 'R', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'C', 'C', 'C', 'A', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];1;0;1;0.7058823529411765;2.4285714285714284;0;0;0;0.0;;[];0.0;0;2.037037037037037;55;27;46.0;1.1491342939393892;-6.2554626465;-7.18836665155;1.5;2;[5, 1];[2]
134;In conversation with Corey Hill and Andrea Dalzel;1.0;Yes, definitely.;Yes.;0.5;{'C': 2, 'D': 2};{'C': 2};['C', 'D', 'D', 'C'];['C', 'C'];0;0;0;[];[];0;0;0;0;[];[];1;0;0;0.5;2.0;0;0;0;0.0;;[];0.0;0;3.75;15;4;12.0;0.8411241588176951;-8.17668676375;-6.877608776075;1.0;1;[1];[1]
135;In conversation with Corey Hill and Andrea Dalzel;1.0;What advice would you give to somebody younger than you who wants to be a nurse or work in the health care industry?;What would you tell someone who is younger than you and wants to be a nurse or a doctor?;0.5;{'D': 12, 'C': 12};{'A': 8, 'C': 12};['D', 'D', 'C', 'C', 'D', 'D', 'D', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'C', 'C', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C'];0;1;0;[13];[6];4;0;0;0;[4, 6, 15, 20];[];1;0;0;0.4583333333333333;1.2;1;0;0;0.25;;[you];0.0;0;1.3428571428571427;94;70;52.0;0.8329889287507591;-8.90146493915;-7.414821743975;2.6;1;[13];[5]
136;In conversation with Corey Hill and Andrea Dalzel;1.0;I imagine it wasn't an easy road for you to be understood and accepted into this-- into that community.;It was probably hard for you, for nurses and doctors to understand you and accept you.;0.8095238095238095;{'D': 12, 'C': 7, 'R': 2};{'C': 9, 'A': 9};['D', 'D', 'C', 'C', 'D', 'D', 'D', 'D', 'C', 'C', 'C', 'D', 'R', 'C', 'R', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'A', 'A', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'A', 'C', 'C', 'A', 'C'];-1;2;1;[9, 11, 12, 14];[12, 15];4;0;0;0;[1, 6, 12, 19];[];1;0;0;0.5238095238095238;1.1666666666666667;1;0;0;0.3888888888888889;;[];0.0;0;1.1971830985915493;85;71;68.0;0.8529285216427087;-9.0222101212;-7.695300340625;2.0;1;[6];[3]
